"distribution_center_id","name","latitude","longitude","product_id","cost","category","product_name","retail_price","sku","distribution_center_id","order_item_id","order_id","user_id","product_id","created_at","shipped_at","delivered_at","returned_at","sale_price","order_item_id","order_id","user_id","product_id","created_at","shipped_at","delivered_at","returned_at","sale_price","order_id","user_id","status","gender","created_at","shipped_at","delivered_at","returned_at"
"","","","","P011","41.00499986","Apparel","Nike Dri-FIT Shorts","55","ECCBC","DC008","OI166900","O114980","U91967","P011","2022-06-02","2022-06-01","","","19.9899998","","","","","","","","","","O114980","U91967","Shipped","F","2022-06-02","2022-06-01","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI167719","O115531","U92424","P006","2023-02-05","2023-02-07","","","19.9899998","","","","","","","","","","O115531","U92424","Shipped","F","2023-02-05","2023-02-07","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI168372","O115994","U92803","P007","2021-03-02","2021-03-03","","","19.9899998","","","","","","","","","","O115994","U92803","Shipped","F","2021-03-02","2021-03-03","",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI170385","O117349","U93868","P002","2022-03-20","2022-03-20","","","19.9899998","","","","","","","","","","O117349","U93868","Shipped","F","2022-03-20","2022-03-20","",""
"DC007","Philadelphia PA","39.95","-75.1667","P010","57.13199991","Sneakers","Nike Court Royale","115","A87FF","DC007","OI172187","O118580","U94839","P010","2023-06-18","2023-06-20","","","19.9899998","","","","","","","","","","O118580","U94839","Shipped","F","2023-06-23","2023-06-20","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI172430","O118732","U94978","P006","2022-05-28","2022-05-27","","","19.9899998","","","","","","","","","","O118732","U94978","Shipped","F","2022-05-28","2022-05-27","",""
"DC007","Philadelphia PA","39.95","-75.1667","P010","57.13199991","Sneakers","Nike Court Royale","115","A87FF","DC007","OI173230","O119309","U95421","P010","2023-06-30","2023-06-28","","","19.9899998","","","","","","","","","","O119309","U95421","Shipped","F","2023-06-30","2023-06-28","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI173587","O119561","U95614","P007","2022-12-28","2022-12-27","","","19.9899998","","","","","","","","","","O119561","U95614","Shipped","F","2022-12-28","2022-12-27","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI1242","O831","U658","P006","2023-03-24","2023-03-23","2023-03-27","","19.9899998","","","","","","","","","","O831","U658","Complete","F","2023-03-24","2023-03-23","2023-03-27",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI10145","O6940","U5600","P008","2023-07-03","2023-06-30","2023-07-03","","19.9899998","","","","","","","","","","O6940","U5600","Complete","F","2023-07-03","2023-06-30","2023-07-03",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI15383","O10612","U8501","P004","2022-09-20","2022-09-21","2022-09-25","","19.9899998","","","","","","","","","","O10612","U8501","Complete","F","2022-09-20","2022-09-21","2022-09-25",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI18082","O12447","U9935","P007","2023-01-02","2023-01-03","2023-01-04","","19.9899998","","","","","","","","","","O12447","U9935","Complete","F","2023-01-02","2023-01-03","2023-01-04",""
"DC007","Philadelphia PA","39.95","-75.1667","P010","57.13199991","Sneakers","Nike Court Royale","115","A87FF","DC007","OI19179","O13196","U10541","P010","2022-09-02","2022-09-04","2022-09-06","","19.9899998","","","","","","","","","","O13196","U10541","Complete","F","2022-09-02","2022-09-04","2022-09-06",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI26668","O18338","U14601","P004","2020-06-20","2020-06-18","2020-06-19","","19.9899998","","","","","","","","","","O18338","U14601","Complete","F","2020-06-20","2020-06-18","2020-06-19",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI34954","O24044","U19153","P003","2023-03-31","2023-03-30","2023-03-31","","19.9899998","","","","","","","","","","O24044","U19153","Complete","F","2023-03-31","2023-03-30","2023-03-31",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI35601","O24492","U19513","P006","2022-04-07","2022-04-04","2022-04-05","","19.9899998","","","","","","","","","","O24492","U19513","Complete","F","2022-04-07","2022-04-04","2022-04-05",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI37323","O25646","U20400","P002","2023-05-06","2023-05-06","2023-05-09","","19.9899998","","","","","","","","","","O25646","U20400","Complete","F","2023-05-06","2023-05-06","2023-05-09",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI38954","O26808","U21321","P002","2021-05-03","2021-05-06","2021-05-08","","19.9899998","","","","","","","","","","O26808","U21321","Complete","F","2021-05-03","2021-05-06","2021-05-08",""
"DC007","Philadelphia PA","39.95","-75.1667","P010","57.13199991","Sneakers","Nike Court Royale","115","A87FF","DC007","OI42498","O29240","U23230","P010","2023-03-05","2023-03-02","2023-03-06","","19.9899998","","","","","","","","","","O29240","U23230","Complete","F","2023-03-05","2023-03-02","2023-03-06",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI45171","O31075","U24743","P008","2023-04-07","2023-04-07","2023-04-09","","19.9899998","","","","","","","","","","O31075","U24743","Complete","F","2023-04-07","2023-04-07","2023-04-09",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI46101","O31694","U25234","P008","2023-02-02","2023-02-04","2023-02-08","","19.9899998","","","","","","","","","","O31694","U25234","Complete","F","2023-02-02","2023-02-04","2023-02-08",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI52016","O35725","U28456","P006","2020-02-17","2020-02-16","2020-02-16","","19.9899998","","","","","","","","","","O35725","U28456","Complete","F","2020-02-17","2020-02-16","2020-02-16",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI54351","O37360","U29737","P004","2021-09-26","2021-09-26","2021-09-28","","19.9899998","","","","","","","","","","O37360","U29737","Complete","F","2021-09-26","2021-09-26","2021-09-28",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI54603","O37533","U29873","P006","2022-09-14","2022-09-14","2022-09-19","","19.9899998","","","","","","","","","","O37533","U29873","Complete","F","2022-09-14","2022-09-14","2022-09-19",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI55498","O38146","U30364","P002","2020-12-07","2020-12-07","2020-12-09","","19.9899998","","","","","","","","","","O38146","U30364","Complete","F","2020-12-07","2020-12-07","2020-12-09",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI57108","O39223","U31224","P005","2023-01-18","2023-01-20","2023-01-24","","19.9899998","","","","","","","","","","O39223","U31224","Complete","F","2023-01-18","2023-01-20","2023-01-24",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI58779","O40406","U32185","P005","2020-02-08","2020-02-09","2020-02-14","","19.9899998","","","","","","","","","","O40406","U32185","Complete","F","2020-02-08","2020-02-09","2020-02-14",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI58823","O40434","U32202","P002","2023-06-20","2023-06-18","2023-06-18","","19.9899998","","","","","","","","","","O40434","U32202","Complete","F","2023-06-20","2023-06-18","2023-06-18",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI62640","O43064","U34363","P002","2022-11-02","2022-11-01","2022-11-03","","19.9899998","","","","","","","","","","O43064","U34363","Complete","F","2022-11-02","2022-11-01","2022-11-03",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI64922","O44660","U35667","P006","2023-05-16","2023-05-17","2023-05-21","","19.9899998","","","","","","","","","","O44660","U35667","Complete","F","2023-05-16","2023-05-17","2023-05-21",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI67269","O46332","U36984","P005","2023-06-23","2023-06-24","2023-06-28","","19.9899998","","","","","","","","","","O46332","U36984","Complete","F","2023-06-23","2023-06-24","2023-06-28",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI68172","O46973","U37498","P005","2020-12-07","2020-12-10","2020-12-12","","19.9899998","","","","","","","","","","O46973","U37498","Complete","F","2020-12-07","2020-12-10","2020-12-12",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI70922","O48796","U38998","P006","2023-01-21","2023-01-19","2023-01-23","","19.9899998","","","","","","","","","","O48796","U38998","Complete","F","2023-01-21","2023-01-19","2023-01-23",""
"","","","","P011","41.00499986","Apparel","Nike Dri-FIT Shorts","55","ECCBC","DC008","OI72650","O50004","U39967","P011","2021-02-01","2021-02-03","2021-02-05","","19.9899998","","","","","","","","","","O50004","U39967","Complete","F","2021-02-01","2021-02-03","2021-02-05",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI79112","O54463","U43550","P004","2022-10-11","2022-10-14","2022-10-17","","19.9899998","","","","","","","","","","O54463","U43550","Complete","F","2022-10-11","2022-10-14","2022-10-17",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI79981","O55090","U44036","P002","2021-07-02","2021-06-29","2021-07-02","","19.9899998","","","","","","","","","","O55090","U44036","Complete","F","2021-07-02","2021-06-29","2021-07-02",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI83873","O57770","U46264","P007","2020-10-27","2020-10-28","2020-10-31","","19.9899998","","","","","","","","","","O57770","U46264","Complete","F","2020-10-27","2020-10-28","2020-10-31",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI83918","O57801","U46291","P004","2022-01-15","2022-01-15","2022-01-15","","19.9899998","","","","","","","","","","O57801","U46291","Complete","F","2022-01-15","2022-01-15","2022-01-15",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI86632","O59759","U47868","P007","2022-09-16","2022-09-15","2022-09-16","","19.9899998","","","","","","","","","","O59759","U47868","Complete","F","2022-09-15","2022-09-15","2022-09-16",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI89357","O61653","U49402","P007","2023-04-09","2023-04-11","2023-04-13","","19.9899998","","","","","","","","","","O61653","U49402","Complete","F","2023-04-09","2023-04-11","2023-04-13",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI89570","O61799","U49533","P004","2023-06-14","2023-06-14","2023-06-16","","19.9899998","","","","","","","","","","O61799","U49533","Complete","F","2023-06-14","2023-06-14","2023-06-16",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI89841","O61980","U49675","P002","2022-10-01","2022-10-02","2022-10-06","","19.9899998","","","","","","","","","","O61980","U49675","Complete","F","2022-10-01","2022-10-02","2022-10-06",""
"DC007","Philadelphia PA","39.95","-75.1667","P010","57.13199991","Sneakers","Nike Court Royale","115","A87FF","DC007","OI91706","O63255","U50659","P010","2023-06-29","2023-06-30","2023-07-03","","19.9899998","","","","","","","","","","O63255","U50659","Complete","F","2023-06-29","2023-06-30","2023-07-03",""
"DC007","Philadelphia PA","39.95","-75.1667","P010","57.13199991","Sneakers","Nike Court Royale","115","A87FF","DC007","OI98962","O68254","U54652","P010","2023-03-26","2023-03-28","2023-03-28","","19.9899998","","","","","","","","","","O68254","U54652","Complete","F","2023-03-26","2023-03-28","2023-03-28",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI102837","O70927","U56801","P006","2022-03-14","2022-03-13","2022-03-18","","19.9899998","","","","","","","","","","O70927","U56801","Complete","F","2022-03-10","2022-03-13","2022-03-18",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI103414","O71338","U57117","P004","2022-04-05","2022-04-07","2022-04-12","","19.9899998","","","","","","","","","","O71338","U57117","Complete","F","2022-04-05","2022-04-07","2022-04-12",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI121244","O83649","U66799","P006","2022-12-30","2022-12-29","2022-12-29","","19.9899998","","","","","","","","","","O83649","U66799","Complete","F","2022-12-30","2022-12-29","2022-12-29",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI121819","O84052","U67139","P006","2023-02-27","2023-02-27","2023-03-03","","19.9899998","","","","","","","","","","O84052","U67139","Complete","F","2023-02-27","2023-02-27","2023-03-03",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI125997","O86913","U69566","P006","2021-11-15","2021-11-16","2021-11-18","","19.9899998","","","","","","","","","","O86913","U69566","Complete","F","2021-11-15","2021-11-16","2021-11-18",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI127824","O88177","U70592","P006","2022-03-08","2022-03-07","2022-03-09","","19.9899998","","","","","","","","","","O88177","U70592","Complete","F","2022-03-08","2022-03-07","2022-03-09",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI129805","O89568","U71691","P004","2020-01-17","2020-01-20","2020-01-22","","19.9899998","","","","","","","","","","O89568","U71691","Complete","F","2020-01-17","2020-01-20","2020-01-22",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI133392","O92024","U73679","P002","2022-09-20","2022-09-19","2022-09-20","","19.9899998","","","","","","","","","","O92024","U73679","Complete","F","2022-09-20","2022-09-19","2022-09-20",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI134196","O92591","U74138","P006","2023-01-30","2023-01-27","2023-01-31","","19.9899998","","","","","","","","","","O92591","U74138","Complete","F","2023-01-30","2023-01-27","2023-01-31",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI138238","O95333","U76329","P005","2022-11-18","2022-11-15","2022-11-19","","19.9899998","","","","","","","","","","O95333","U76329","Complete","F","2022-11-18","2022-11-15","2022-11-19",""
